model_position,model_id,stratum,n_participants,n_cases,n_points,mae_db,rmse_db,bland_altman_bias_db,bland_altman_lower_loa_db,bland_altman_upper_loa_db,calibration_intercept,calibration_slope,r_squared,mae_db_ci95_low,mae_db_ci95_high,rmse_db_ci95_low,rmse_db_ci95_high,bland_altman_bias_db_ci95_low,bland_altman_bias_db_ci95_high,bland_altman_lower_loa_db_ci95_low,bland_altman_lower_loa_db_ci95_high,bland_altman_upper_loa_db_ci95_low,bland_altman_upper_loa_db_ci95_high,calibration_intercept_ci95_low,calibration_intercept_ci95_high,calibration_slope_ci95_low,calibration_slope_ci95_high,r_squared_ci95_low,r_squared_ci95_high
6,location_boundary_ridge,above_floor,22,50,1572,5.925564414790604,7.537727054295851,-2.8443998568784092,-16.530440725629877,10.841641011873058,11.442487126811825,0.5195882812291163,-0.11641666354720903,4.795762925605934,7.561373245226936,5.93332585993122,9.478660964219822,-4.946282515410586,-0.8404724033519775,-20.787069670502298,-12.632157692315012,8.572769947667005,13.043342575451174,5.924789241074253,16.50373929847178,0.31358760550287434,0.7340210203647236,-1.117871348785373,0.3512975733556888
7,location_boundary_random_forest,baseline_visit,7,13,481,4.342834090677863,5.74416867240745,-3.518363782061582,-12.427106326181342,5.390378762058177,10.592944916002727,0.6297065478310512,0.004894820033016445,3.6582764259669736,5.309711362407361,4.859109465609908,6.915436827363451,-4.803573189527216,-2.5397932647879173,-14.737390302328647,-10.549021324884068,4.150402146450872,6.576265030581412,7.523595209358898,15.993244625835773,0.4218706834702673,0.7527600499086385,-1.581247873670502,0.41857596633667127
7,location_boundary_random_forest,year_one_visit,20,37,1369,5.304510686918632,6.7977811168625335,0.38980077840998173,-12.916787975980993,13.696389532800955,-2.0160083632521117,1.10128821311937,0.600837024329157,4.340681474036115,6.359724079881236,5.708581642064318,7.856688941767998,-1.803732795783503,2.598733233746067,-16.08746403797905,-9.523943039468932,10.466574939048716,16.03987884867446,-6.013784273710054,2.659587242464706,0.9401437701315516,1.2420736178587388,0.44080013450258,0.7060845854543383
7,location_boundary_random_forest,minus_1db_floor,15,27,278,8.358387311578833,9.19299932611746,8.358387311578833,0.8432552354178142,15.87351938773985,-0.9999999999999993,5.336049492351597e-18,,7.183094663968363,9.370786830168974,7.964991293712019,10.247538939256314,7.183094663968363,9.370786830168974,-0.28840739610533855,1.945188963083622,13.618257215224006,17.71463002837819,-1.000000000000001,-0.9999999999999988,-5.1595613040272595e-17,5.17854759505041e-17,,
7,location_boundary_random_forest,above_floor,22,50,1572,4.470195073402509,5.949210062405446,-2.2152209835542434,-13.04061553873768,8.610173571629193,7.373220298551204,0.7215881722513803,0.304552895772058,3.611872020281421,5.5684133778172855,4.807881798869926,7.231178727374366,-3.8577347550759677,-0.4518131368209642,-15.852017537544588,-10.21492260496151,6.538317830277335,10.758606365990698,2.5599313427746107,11.893376704649102,0.5544892241008077,0.8945617412539926,-0.23221366809304014,0.5720244358067318
8,boundary_aligned_retfound_ridge,baseline_visit,7,13,481,4.82132475688403,5.8285742126618025,-2.8674274194761025,-12.823722642250598,7.088867803298392,11.418571176635213,0.567168176469103,-0.024564442933765696,4.196401289166489,5.496006389214893,5.082725038082152,6.595040405940116,-4.5221391864229386,-1.2304027740559524,-14.227926958661822,-11.04475096083924,3.5036044720043655,9.633489178239245,7.636860885280297,15.419107606724772,0.39624461233575253,0.7929427799845133,-0.921076625132325,0.22664214158285034
8,boundary_aligned_retfound_ridge,year_one_visit,20,37,1369,5.476178942499934,6.917361960151596,1.2252262963963043,-12.123308722018702,14.57376131481131,-2.4308786077583617,1.0713797567931838,0.5866700256711483,4.764674054704523,6.2459919931878405,6.050772165975944,7.8242598731581285,-0.3711626471811161,2.9310672678818563,-13.410957263225589,-10.460057040431714,11.770816358601813,17.041514606167947,-5.495751548049143,0.9638785865689539,0.9433477240482254,1.1939580754345698,0.48461022969694295,0.650050654568312
8,boundary_aligned_retfound_ridge,minus_1db_floor,15,27,278,9.983135340025099,10.891302425298397,9.976174615269942,1.395638300838053,18.55671092970183,-0.9999999999999991,-3.0343911071151824e-17,,8.619610183147284,11.309048361649797,9.397503510328212,12.206521474383623,8.606712578782329,11.305370560333783,0.523552036596626,2.568505756667559,15.930365327230907,20.451985541838617,-1.000000000000001,-0.9999999999999987,-4.37268010984836e-17,4.2319572285691045e-17,,
8,boundary_aligned_retfound_ridge,above_floor,22,50,1572,4.478775162733238,5.575681216149482,-1.574601992395998,-12.061437283238261,8.912233298446266,7.10198317278152,0.7116218403990353,0.3891404521540396,4.047359139978135,4.899538689895466,5.092973953697713,6.028122936864656,-2.7140995351561434,-0.35285300223717103,-13.121415882764508,-10.756593638240169,7.094409967781461,10.62466328511509,3.959104160206736,9.790293057999296,0.6072939423696022,0.8532987319199408,0.17796898419706883,0.5224834280976124
9,location_boundary_retfound_ridge,baseline_visit,7,13,481,5.123605929070402,6.263231356297077,-3.2909666247679907,-13.746564051529234,7.164630801993251,12.12126898040531,0.5432460635870316,-0.18307295737753004,4.374449682882156,5.897517211574449,5.365199265143988,7.14704443574359,-5.090271923089974,-1.4457523312197222,-15.21453056133113,-11.623844550773603,4.0215040062314955,9.568849473517357,8.195806624777969,17.2842294863092,0.3392132702187693,0.7494362540196895,-1.7163959926117662,0.24862549220004715
9,location_boundary_retfound_ridge,year_one_visit,20,37,1369,5.954042079924312,7.4493256840596835,0.33314846259030323,-14.258251690205535,14.924548615386142,-0.12423947453302024,0.9869420437945876,0.5206532110128086,5.012393711547407,7.106097483229559,6.264120655563483,8.716576520902189,-1.9992855856901326,2.4054190935344386,-17.97285771225473,-10.766684621526986,11.933909317444158,17.465940675497826,-4.210814063216774,5.047846625525106,0.8013483826420728,1.142828806338162,0.3118927266657324,0.6444408953613358
9,location_boundary_retfound_ridge,minus_1db_floor,15,27,278,9.288687980023283,10.247890206557882,9.288687980023283,0.7887075901341642,17.7886683699124,-0.9999999999999996,-2.384842113980184e-17,,7.926775972813424,10.652515240502035,8.76482389523284,11.640252218675029,7.926775972813424,10.652515240502035,-0.2317060155732762,1.8658883623881872,15.139795782076103,19.939320890443536,-1.000000000000001,-0.9999999999999988,-4.7458721214869794e-17,4.657511881641679e-17,,
9,location_boundary_retfound_ridge,above_floor,22,50,1572,5.110230789346548,6.461990849990819,-2.359497429817908,-14.154257938390634,9.435263078754817,9.081593601832918,0.6343155792422901,0.17950077927334696,4.307075989815687,6.241155794425478,5.350324244167145,7.82995086122657,-4.236124965328741,-0.6704797364323448,-17.162235305639538,-11.268143259152865,7.506698527381555,10.92505725129343,4.847991799991937,13.80413931156772,0.4571370110463629,0.7992272140390646,-0.5054588165604867,0.4915270379574189
